animal_id	animal_type	sex	primary_bree	dob	secondary_	kennel_no	impound_no	intake_type	intake_subtype	intake_date	s_n_date	intake_cond	weight	weight_1_week	outcome_type	outcome_subtype	outcome_date	due_out_date	outcome_cond	days_old	dob_abs	intake_date_abs	outcome_date_abs	days_intake_to_s_n_date	location_1	location_1_date	location_2	location_2_date	behavior_cond	outcome_behavior_cond	euth_reason	intake_date_form_2	los	los_1	los_2	age_s_n_date	weight_difference	in_to_due_out_date_diff	due_out_to_outcome_date_diff
A178527	KITTEN	S	DOMESTIC SH	2017-06-03 00:00:00		C42	K17-048827	STRAY	REHAB	2017-07-11 00:00:00	2017-09-01 00:00:00	CMTR 12	1.38		FOSTER-VO	REHAB	2017-07-18 00:00:00	2017-07-11 15:45:00	CMTR 12	38.0					RECEIVING	2017-07-11 12:28:00	RECEIVING	2017-07-11 12:28:00				2017-07-11 00:00:00	7.0	0.51944	0.0	90.0		0.65625	6.34375
A178528	CAT	S	DOMESTIC MH	2007-07-15 00:00:00		C13	K17-048828	STRAY	REHAB	2017-07-11 00:00:00		CMTR 1	6.0		ADOPTION	REHAB	2017-08-26 00:00:00	2017-07-15 00:00:00	CMTR 1	3649.0					RECEIVING	2017-07-11 13:08:00	C36	2017-08-12 17:27:00				2017-07-11 00:00:00	46.0	0.54722	32.17986			4.0	42.0
A178531	DOG	N	CHIHUAHUA SH	2015-07-19 00:00:00		46	K17-048829	STRAY	REHAB	2017-07-11 00:00:00	2017-07-20 00:00:00	DMTR 1	9.6		ADOPTION	REHAB	2017-07-25 00:00:00	2017-07-15 00:00:00	DMTR 1	723.0					17	2017-07-11 13:59:00	32	2017-07-21 09:30:00				2017-07-11 00:00:00	14.0	0.58264	9.81319	732.0		4.0	10.0
A082829	DOG	N	JACK RUSSELL	2005-07-21 00:00:00		7	K17-048831	STRAY	HEALTHY	2017-07-11 00:00:00		NORMAL	16.6		RTO	HEALTHY	2017-07-12 00:00:00	2017-07-20 00:00:00	NORMAL	4373.0												2017-07-11 00:00:00	1.0					9.0	-8.0
A178546	CAT	M	DOMESTIC SH			C48	K17-048834	STRAY	UNHEALTH	2017-07-12 00:00:00		CBUU 1	2.81		TRANS OTH	UNHEALTHY	2017-07-16 00:00:00	2017-07-16 00:00:00	CBUU 1						STRAY CAT	2017-07-12 13:09:00	STRAY CAT	2017-07-12 13:11:00				2017-07-12 00:00:00	4.0	0.54792	0.00139			4.0	0.0
A178549	CAT	M	DOMESTIC SH			C49	K17-048835	STRAY	UNHEALTH	2017-07-12 00:00:00		CBUU 1	3.31		TRANS OTH	UNHEALTHY	2017-07-16 00:00:00	2017-07-16 00:00:00	CBUU 1						C46	2017-07-12 13:40:00	C46	2017-07-12 13:40:00				2017-07-12 00:00:00	4.0	0.56944	0.0			4.0	0.0
A178550	CAT	M	DOMESTIC SH			C49	K17-048836	STRAY	UNHEALTH	2017-07-12 00:00:00		CBUU 1	3.31		TRANS OTH	UNHEALTHY	2017-07-16 00:00:00	2017-07-16 00:00:00	CBUU 1													2017-07-12 00:00:00	4.0					4.0	0.0
A178552	CAT	F	DOMESTIC SH			C50	K17-048837	STRAY	UNHEALTH	2017-07-12 00:00:00		CMUU 7	5.13		EUTH	UNHEALTHY	2017-07-15 00:00:00	2017-07-16 00:00:00	CMUU 7						RECEIVING	2017-07-12 15:17:00	RECEIVING	2017-07-12 15:18:00			UNHEALTHY	2017-07-12 00:00:00	3.0	0.63681	0.00069			4.0	-1.0
A178553	CAT	N	DOMESTIC SH	2014-07-18 00:00:00		C09	K17-048838	STRAY	MANAGEAB	2017-07-12 00:00:00	2017-07-18 00:00:00	CMTM 9	13.13		ADOPTION	MANAGEABLE	2017-07-24 00:00:00	2017-07-16 00:00:00	CMTM 9	1090.0					RECEIVING	2017-07-12 15:24:00	SURG HOLD	2017-07-18 11:50:00				2017-07-12 00:00:00	12.0	0.64167	5.85139	1096.0		4.0	8.0
A176997	KITTEN	N	DOMESTIC SH	2017-05-12 00:00:00		L02	K17-048839	FOSTER-VO	REHAB	2017-07-12 00:00:00	2017-07-13 00:00:00	CMTR 12	2.25		ADOPTION	REHAB	2017-07-14 00:00:00	2017-07-12 17:09:00	CMTR 12	61.0					C43	2017-07-12 17:09:00	SURG HOLD	2017-07-13 10:38:00				2017-07-12 00:00:00	2.0	0.71458	0.72847	62.0		0.71458	1.28542
A178565	CAT	U	DOMESTIC SH			C59	K17-048842	STRAY	UNHEALTH	2017-07-13 00:00:00		CBUU 2	8.19		EUTH	UNHEALTHY	2017-07-18 00:00:00	2017-07-18 00:00:00	CBUU 2						RECEIVING	2017-07-13 10:10:00	RECEIVING	2017-07-13 10:25:00			UNHEALTHY	2017-07-13 00:00:00	5.0	0.42361	0.01042			5.0	0.0
A177217	KITTEN	N	DOMESTIC SH	2017-05-15 00:00:00		L01	K17-048843	FOSTER-VO	REHAB	2017-07-13 00:00:00	2017-07-14 00:00:00	CMTR 13	2.69		ADOPTION	REHAB	2017-07-22 00:00:00	2017-07-13 12:18:00	CMTR 13	59.0					C43	2017-07-13 12:19:00	SURG HOLD	2017-07-14 16:21:00				2017-07-13 00:00:00	9.0	0.51319	1.16806	60.0		0.5125	8.4875
A140267	DOG	F	COCKER SPAN	2014-02-09 00:00:00		12	K17-048844	OWNER SUR	UNHEALTH	2017-07-13 00:00:00		DMUU 5			OWN/R EUTH	UNHEALTHY	2017-07-13 00:00:00	2017-07-22 00:00:00	DMUU 5	1250.0					RECEIVING	2017-07-13 12:21:00	RECEIVING	2017-07-13 12:21:00		P115870		2017-07-13 00:00:00	0.0	0.51458	0.0			9.0	-9.0
A177212	KITTEN	S	DOMESTIC SH	2017-05-15 00:00:00		L01	K17-048845	FOSTER-VO	REHAB	2017-07-13 00:00:00	2017-07-14 00:00:00	CMTR 13	2.5		ADOPTION	REHAB	2017-07-17 00:00:00	2017-07-13 12:23:00	CMTR 13	59.0					C43	2017-07-13 12:24:00	SURG HOLD	2017-07-14 16:22:00				2017-07-13 00:00:00	4.0	0.51667	1.16528	60.0		0.51597	3.48403
A178571	DOG	N	AM PIT BULL TER	2015-07-13 00:00:00		2	K17-048846	PRO CUST	MANAGEAB	2017-07-13 00:00:00		DBTM 4	53.6		RTO	MANAGEABLE	2017-07-27 00:00:00	2017-07-22 00:00:00	DBTM 4	731.0					RECEIVING	2017-07-13 12:31:00	RECEIVING	2017-07-13 12:31:00				2017-07-13 00:00:00	14.0	0.52153	0.0			9.0	5.0
A178577	DOG	N	CAVALIER SPAN	2015-07-14 00:00:00		1	K17-048850	STRAY	HEALTHY	2017-07-13 00:00:00		NORMAL	22.0		RTO	HEALTHY	2017-07-14 00:00:00	2017-07-22 00:00:00	NORMAL	730.0					RECEIVING	2017-07-13 14:50:00	RECEIVING	2017-07-13 14:50:00				2017-07-13 00:00:00	1.0	0.61806	0.0			9.0	-8.0
A073126	DOG	N	CHIHUAHUA SH	2007-10-07 00:00:00		23	K17-048851	STRAY	HEALTHY	2017-07-13 00:00:00		NORMAL	16.4		RTO	HEALTHY	2017-07-14 00:00:00	2017-07-18 00:00:00	NORMAL	3567.0												2017-07-13 00:00:00	1.0					5.0	-4.0
A177997	DOG	S	GERM SHEPHERD	2015-07-12 00:00:00	MIX	22	K17-048852	RETURN <30	UNHEALTH	2017-07-13 00:00:00		DBUU 1			EUTH	UNHEALTHY	2017-07-14 00:00:00	2017-07-13 15:36:00	DBUU 1	732.0					RECEIVING	2017-07-13 15:37:00	RECEIVING	2017-07-13 16:36:00			UNHEALTHY	2017-07-13 00:00:00	1.0	0.65069	0.04097			0.65	0.35
A178582	CAT	N	DOMESTIC SH	2012-07-19 00:00:00		C40	K17-048853	STRAY	REHAB	2017-07-13 00:00:00		CMTR 10	9.69	10.0	TRANS OHS	REHAB	2017-07-25 00:00:00	2017-07-18 00:00:00	CMTR 10	1820.0					RECEIVING	2017-07-13 15:48:00	RECEIVING	2017-07-13 15:49:00				2017-07-13 00:00:00	12.0	0.65833	0.00069		0.31	5.0	7.0
A178584	DOG	N	BRUSS GRIFFON	2005-09-10 00:00:00		3	K17-048856	STRAY	REHAB	2017-07-13 00:00:00		CMTR 00	25.2		RTO	REHAB	2017-07-14 00:00:00	2017-07-22 00:00:00	CMTR 00	4324.0												2017-07-13 00:00:00	1.0					9.0	-8.0
A178602	CAT	F	DOMESTIC SH			C45	K17-048858	STRAY	UNHEALTH	2017-07-14 00:00:00		CBUU 2	2.88		TRANS OTH	UNHEALTHY	2017-07-24 00:00:00	2017-07-19 00:00:00	CBUU 2						STRAY CAT	2017-07-14 11:15:00	STRAY CAT	2017-07-14 11:22:00				2017-07-14 00:00:00	10.0	0.46875	0.00486			5.0	5.0
A178606	DOG	M	CHIHUAHUA LH	2015-07-19 00:00:00		39	K17-048860	STRAY	MANAGEAB	2017-07-14 00:00:00		DBTM 2	4.4		TRANS OHS	MANAGEABLE	2017-07-25 00:00:00	2017-07-19 00:00:00	DBTM 2	726.0					RECEIVING	2017-07-14 14:32:00	3	2017-07-19 16:25:00				2017-07-14 00:00:00	11.0	0.60556	5.07847			5.0	6.0
A178607	CAT	N	DOMESTIC SH	2009-07-14 00:00:00		C36	K17-048861	STRAY	UNHEALTH	2017-07-14 00:00:00		CBUU 1	17.63		EUTH	UNHEALTHY	2017-07-26 00:00:00	2017-07-23 00:00:00	CBUU 1	2922.0					RECEIVING	2017-07-14 14:43:00	RECEIVING	2017-07-14 15:57:00			UNHEALTHY	2017-07-14 00:00:00	12.0	0.61319	0.05139			9.0	3.0
A178608	CAT	N	DOMESTIC SH	2010-07-14 00:00:00		C14	K17-048862	STRAY	REHAB	2017-07-14 00:00:00		CMTR 1	10.38		ADOPTION	REHAB	2017-08-10 00:00:00	2017-07-23 00:00:00	CMTR 1	2557.0					RECEIVING	2017-07-14 14:45:00	C61	2017-08-01 17:44:00				2017-07-14 00:00:00	27.0	0.61458	18.12431			9.0	18.0
A178609	OTHER	F	RABBIT SH			SMALL ANIM	K17-048863	STRAY	REHAB	2017-07-14 00:00:00		MEDICAL	4.06		TRANS OHS	REHAB	2017-07-25 00:00:00	2017-07-19 00:00:00	MEDICAL													2017-07-14 00:00:00	11.0					5.0	6.0
A178614	DOG	S	CHIHUAHUA SH	2016-07-19 00:00:00		47	K17-048866	STRAY	REHAB	2017-07-14 00:00:00		DBTR 1	6.8		ADOPTION	REHAB	2017-07-31 00:00:00	2017-07-19 00:00:00	DBTR 1	360.0					RECEIVING	2017-07-14 15:14:00	40	2017-07-20 13:46:00				2017-07-14 00:00:00	17.0	0.63472	5.93889			5.0	12.0
A178620	CAT	M	DOMESTIC LH			FREEZER	K17-048867	STRAY	UNHEALTH	2017-07-14 00:00:00		CMUU 5			EUTH	UNHEALTHY	2017-07-14 00:00:00	2017-07-19 00:00:00	CMUU 5						RECEIVING	2017-07-14 17:04:00	RECEIVING	2017-07-14 17:04:00			UNHEALTHY	2017-07-14 00:00:00	0.0	0.71111	0.0			5.0	-5.0
A178623	CAT	F	DOMESTIC SH	2015-07-14 00:00:00		C58	K17-048868	STRAY	HEALTHY	2017-07-14 00:00:00		NORMAL	8.0		RTO	HEALTHY	2017-07-15 00:00:00	2017-07-23 00:00:00	NORMAL	731.0					STRAY CAT	2017-07-14 17:47:00	STRAY CAT	2017-07-14 18:00:00				2017-07-14 00:00:00	1.0	0.74097	0.00903			9.0	-8.0
A140936	DOG	S	SIBERIAN HUSKY	2008-10-01 00:00:00		22	K17-048870	STRAY	HEALTHY	2017-07-15 00:00:00		NORMAL	64.6		RTO	HEALTHY	2017-07-15 00:00:00	2017-07-15 09:12:00	NORMAL	3209.0					RECEIVING	2017-07-15 09:13:00	RECEIVING	2017-07-15 09:14:00				2017-07-15 00:00:00	0.0	0.38403	0.00069			0.38333	-0.38333
A178632	CAT	N	DOMESTIC SH	2005-04-01 00:00:00		C39	K17-048871	STRAY	HEALTHY	2017-07-15 00:00:00		NORMAL			RTO	HEALTHY	2017-07-15 00:00:00	2017-07-25 00:00:00	NORMAL	4488.0					RECEIVING	2017-07-15 10:21:00	RECEIVING	2017-07-15 10:25:00				2017-07-15 00:00:00	0.0	0.43125	0.00278			10.0	-10.0
A128677	DOG	M	GERM SHEPHERD	2008-09-26 00:00:00		16	K17-048872	STRAY	HEALTHY	2017-07-15 00:00:00		NORMAL	89.2		RTO	HEALTHY	2017-07-15 00:00:00	2017-07-25 00:00:00	NORMAL	3214.0												2017-07-15 00:00:00	0.0					10.0	-10.0
A178634	CAT	M	DOMESTIC SH			C43	K17-048873	STRAY	REHAB	2017-07-15 00:00:00		CBTR 1			TRANS CAT	REHAB	2017-07-20 00:00:00	2017-07-20 00:00:00	CBTR 1						RECEIVING	2017-07-15 11:18:00	RECEIVING	2017-07-15 11:22:00				2017-07-15 00:00:00	5.0	0.47083	0.00278			5.0	0.0
A178635	DOG	S	LABRADOR RETR	2014-07-15 00:00:00		4	K17-048874	STRAY	HEALTHY	2017-07-15 00:00:00		NORMAL	68.6		RTO	HEALTHY	2017-07-15 00:00:00	2017-07-25 00:00:00	NORMAL	1096.0					RECEIVING	2017-07-15 11:20:00	RECEIVING	2017-07-15 11:20:00				2017-07-15 00:00:00	0.0	0.47222	0.0			10.0	-10.0
A137075	CAT	S	DOMESTIC SH	2015-06-11 00:00:00		C17	K17-048875	RETURN>1Y	HEALTHY	2017-07-15 00:00:00	2015-08-21 00:00:00	CMH	8.44		ADOPTION	HEALTHY	2017-07-22 00:00:00	2017-07-15 11:28:00	CMH	765.0					RECEIVING	2017-07-15 11:28:00	C52	2017-07-18 16:17:00				2017-07-15 00:00:00	7.0	0.47778	3.20069	71.0		0.47778	6.52222
A178636	CAT	F	DOMESTIC SH			C44	K17-048876	STRAY	REHAB	2017-07-15 00:00:00		CBTR 1	7.13		TRANS CAT	REHAB	2017-07-20 00:00:00	2017-07-20 00:00:00	CBTR 1						RECEIVING	2017-07-15 11:41:00	RECEIVING	2017-07-15 11:44:00				2017-07-15 00:00:00	5.0	0.48681	0.00208			5.0	0.0
A178637	CAT	M	DOMESTIC SH			C44	K17-048877	STRAY	REHAB	2017-07-15 00:00:00		CMTR 11	0.19		TRANS CAT	REHAB	2017-07-20 00:00:00	2017-07-19 00:00:00	CMTR 11													2017-07-15 00:00:00	5.0					4.0	1.0
A178638	CAT	F	DOMESTIC SH			C47	K17-048878	STRAY	REHAB	2017-07-15 00:00:00		CMTR 12			TRANS CAT	REHAB	2017-07-20 00:00:00	2017-07-20 00:00:00	CMTR 12						RECEIVING	2017-07-15 12:21:00	RECEIVING	2017-07-15 12:23:00				2017-07-15 00:00:00	5.0	0.51458	0.00139			5.0	0.0
A178642	DOG	N	PIT BULL		MIX	19	K17-048881	STRAY	HEALTHY	2017-07-15 00:00:00		NORMAL			RTO	HEALTHY	2017-07-15 00:00:00	2017-07-20 00:00:00	NORMAL						RECEIVING	2017-07-15 15:10:00	RECEIVING	2017-07-15 15:10:00				2017-07-15 00:00:00	0.0	0.63194	0.0			5.0	-5.0
A178645	CAT	F	DOMESTIC SH			C51	K17-048883	STRAY	HEALTHY	2017-07-15 00:00:00		CBH	7.63		TRANS CAT	HEALTHY	2017-07-20 00:00:00	2017-07-20 00:00:00	CBH						RECEIVING	2017-07-15 15:35:00	C46	2017-07-16 07:50:00				2017-07-15 00:00:00	5.0	0.64931	0.67708			5.0	0.0
A109031	DOG	N	SHIH TZU	2011-06-13 00:00:00		7	K17-048884	STRAY	HEALTHY	2017-07-15 00:00:00		NORMAL	14.0		RTO	HEALTHY	2017-07-15 00:00:00	2017-07-25 00:00:00	NORMAL	2224.0					RECEIVING	2017-07-15 15:40:00	RECEIVING	2017-07-15 15:40:00				2017-07-15 00:00:00	0.0	0.65278	0.0			10.0	-10.0
A178646	CAT	N	DOMESTIC SH	2015-07-18 00:00:00		C54	K17-048885	STRAY	HEALTHY	2017-07-15 00:00:00		NORMAL	10.81		RTO	HEALTHY	2017-07-21 00:00:00	2017-07-25 00:00:00	NORMAL	728.0					RECEIVING	2017-07-15 15:49:00	RECEIVING	2017-07-15 16:02:00				2017-07-15 00:00:00	6.0	0.65903	0.00903			10.0	-4.0
A178647	KITTEN	N	DOMESTIC SH	2017-03-19 00:00:00		L02	K17-048886	STRAY	HEALTHY	2017-07-15 00:00:00	2017-07-20 00:00:00	CMH	4.44		ADOPTION	HEALTHY	2017-07-22 00:00:00	2017-07-20 00:00:00	CMH	118.0					RECEIVING	2017-07-15 15:55:00	SURG HOLD	2017-07-20 09:50:00				2017-07-15 00:00:00	7.0	0.66319	4.74653	123.0		5.0	2.0
A178648	DOG	S	PEKINGESE	2005-09-18 00:00:00		20	K17-048887	STRAY	HEALTHY	2017-07-15 00:00:00		NORMAL	15.0		RTO	HEALTHY	2017-07-17 00:00:00	2017-07-25 00:00:00	NORMAL	4318.0					RECEIVING	2017-07-15 16:32:00	RECEIVING	2017-07-15 16:32:00				2017-07-15 00:00:00	2.0	0.68889	0.0			10.0	-8.0
A174993	DOG	M	PIT BULL			Q53	K17-048888	QUARANTINE	UNHEALTH	2017-07-15 00:00:00		DBUU 2			OWN/R EUTH	UNHEALTHY	2017-07-26 00:00:00	2017-07-25 00:00:00	DBUU 2						Q DOGS	2017-07-15 17:44:00	Q DOGS	2017-07-15 17:44:00				2017-07-15 00:00:00	11.0	0.73889	0.0			10.0	1.0
A178655	DOG	F	CHIHUAHUA SH			Q52	K17-048889	QUARANTINE	UNHEALTH	2017-07-16 00:00:00		DBUU 2			RTO	UNHEALTHY	2017-07-25 00:00:00	2017-07-28 00:00:00	DBUU 2						Q DOGS	2017-07-16 07:56:00	Q DOGS	2017-07-16 07:58:00				2017-07-16 00:00:00	9.0	0.33056	0.00139			12.0	-3.0
A178664	DOG	M	ROTTWEILER	2013-12-25 00:00:00		22	K17-048890	STRAY	HEALTHY	2017-07-17 00:00:00		NORMAL			RTO	HEALTHY	2017-07-17 00:00:00	2017-07-21 00:00:00	NORMAL	1300.0												2017-07-17 00:00:00	0.0					4.0	-4.0
A178668	CAT	N	DOMESTIC LH			C34	K17-048891	STRAY	REHAB	2017-07-17 00:00:00		CBTR 1	10.38		TRANS OHS	REHAB	2017-08-01 00:00:00	2017-07-21 00:00:00	CBTR 1						STRAY CAT	2017-07-17 09:48:00	STRAY CAT	2017-07-17 09:54:00				2017-07-17 00:00:00	15.0	0.40833	0.00417			4.0	11.0
A178686	CAT	F	DOMESTIC SH			C49	K17-048893	STRAY	HEALTHY	2017-07-17 00:00:00		CBH			TRANS CAT	HEALTHY	2017-07-20 00:00:00	2017-07-17 00:00:00	CBH						STRAY CAT	2017-07-17 12:48:00	STRAY CAT	2017-07-17 13:02:00				2017-07-17 00:00:00	3.0	0.53333	0.00972			0.0	3.0
A178687	CAT	F	DOMESTIC SH			C49	K17-048894	STRAY	HEALTHY	2017-07-17 00:00:00		CBH			TRANS CAT	HEALTHY	2017-07-20 00:00:00	2017-07-17 00:00:00	CBH						STRAY CAT	2017-07-17 12:48:00	STRAY CAT	2017-07-17 12:48:00				2017-07-17 00:00:00	3.0	0.53333	0.0			0.0	3.0
A178688	CAT	F	DOMESTIC SH			C49	K17-048895	STRAY	HEALTHY	2017-07-17 00:00:00		CBH			TRANS CAT	HEALTHY	2017-07-20 00:00:00	2017-07-17 00:00:00	CBH						STRAY CAT	2017-07-17 12:48:00	STRAY CAT	2017-07-17 12:48:00				2017-07-17 00:00:00	3.0	0.53333	0.0			0.0	3.0
A178689	CAT	F	DOMESTIC SH			C49	K17-048896	STRAY	HEALTHY	2017-07-17 00:00:00		CBH	3.0		TRANS CAT	HEALTHY	2017-07-20 00:00:00	2017-07-17 00:00:00	CBH						STRAY CAT	2017-07-17 12:49:00	STRAY CAT	2017-07-17 12:49:00				2017-07-17 00:00:00	3.0	0.53403	0.0			0.0	3.0
A178690	CAT	M	DOMESTIC SH			FREEZER	K17-048897	STRAY	UNHEALTH	2017-07-17 00:00:00		CBUU 2	9.44		EUTH	UNHEALTHY	2017-07-21 00:00:00	2017-07-21 00:00:00	CBUU 2						STRAY CAT	2017-07-17 12:53:00	C30	2017-07-21 11:30:00			UNHEALTHY	2017-07-17 00:00:00	4.0	0.53681	3.94236			4.0	0.0
A175677	DOG	N	DACHSHUND			4	K17-048898	STRAY	HEALTHY	2017-07-17 00:00:00		NORMAL			RTO	HEALTHY	2017-07-18 00:00:00	2017-07-26 00:00:00	NORMAL						RECEIVING	2017-07-17 14:48:00	RECEIVING	2017-07-17 14:56:00				2017-07-17 00:00:00	1.0	0.61667	0.00556			9.0	-8.0
A178693	CAT	M	DOMESTIC SH			C53	K17-048900	STRAY	HEALTHY	2017-07-17 00:00:00		CBH	10.88		TRANS OHS	HEALTHY	2017-07-25 00:00:00	2017-07-21 00:00:00	CBH						RECEIVING	2017-07-17 15:14:00	RECEIVING	2017-07-17 15:20:00				2017-07-17 00:00:00	8.0	0.63472	0.00417			4.0	4.0
A175681	CAT	S	DOMESTIC SH	2009-05-25 00:00:00		C18	K17-048902	RETURN <30	MANAGEAB	2017-07-18 00:00:00		CBTM 1			RTO	MANAGEABLE	2017-07-29 00:00:00	2017-07-18 09:46:00	CBTM 1	2976.0					STRAY CAT	2017-07-18 09:47:00	C38	2017-07-18 09:52:00				2017-07-18 00:00:00	11.0	0.40764	0.00347			0.40694	10.59306
A335659	DOG	S	AUST CATTLE DOG			24	K17-048903	STRAY	HEALTHY	2017-07-18 00:00:00		NORMAL	17.6		RTO	HEALTHY	2017-07-18 00:00:00	2017-07-27 00:00:00	NORMAL						STRAY DOGS	2017-07-18 10:05:00	STRAY DOGS	2017-07-18 10:05:00				2017-07-18 00:00:00	0.0	0.42014	0.0			9.0	-9.0
A178716	CAT	N	DOMESTIC MH			FREEZER	K17-048904	STRAY	UNHEALTH	2017-07-18 00:00:00		CMUU 2			EUTH	UNHEALTHY	2017-07-18 00:00:00	2017-07-22 00:00:00	CMUU 2						RECEIVING	2017-07-18 10:08:00	RECEIVING	2017-07-18 10:08:00			UNHEALTHY	2017-07-18 00:00:00	0.0	0.42222	0.0			4.0	-4.0
A178717	DOG	N	NEWFOUNDLAND	2008-07-18 00:00:00	BORDER COLLIE	21	K17-048905	STRAY	HEALTHY	2017-07-18 00:00:00		NORMAL	78.1		RTO	HEALTHY	2017-07-18 00:00:00	2017-07-22 00:00:00	NORMAL	3287.0					RECEIVING	2017-07-18 10:27:00	RECEIVING	2017-07-18 10:27:00				2017-07-18 00:00:00	0.0	0.43542	0.0			4.0	-4.0
A178720	CAT	N	DOMESTIC SH			C32	K17-048906	STRAY	REHAB	2017-07-18 00:00:00		CBTR 1	10.06		TRANS OHS	REHAB	2017-07-25 00:00:00	2017-07-22 00:00:00	CBTR 1						RECEIVING	2017-07-18 13:28:00	RECEIVING	2017-07-18 13:35:00				2017-07-18 00:00:00	7.0	0.56111	0.00486			4.0	3.0
A172749	DOG	S	LABRADOR RETR			5	K17-048908	STRAY	HEALTHY	2017-07-18 00:00:00		NORMAL	83.0		RTO	HEALTHY	2017-07-19 00:00:00	2017-07-22 00:00:00	NORMAL													2017-07-18 00:00:00	1.0					4.0	-3.0
A119062	DOG	S	BOXER	2013-07-09 00:00:00	MIX	20	K17-048909	STRAY	HEALTHY	2017-07-18 00:00:00		NORMAL			RTO	HEALTHY	2017-07-20 00:00:00	2017-07-27 00:00:00	NORMAL	1470.0												2017-07-18 00:00:00	2.0					9.0	-7.0
A178766	CAT	N	DOMESTIC SH			C38	K17-048915	STRAY	HEALTHY	2017-07-19 00:00:00		CBH	11.0		TRANS OHS	HEALTHY	2017-07-25 00:00:00	2017-07-23 00:00:00	CBH						STRAY CAT	2017-07-19 15:17:00	STRAY CAT	2017-07-19 15:20:00				2017-07-19 00:00:00	6.0	0.63681	0.00208			4.0	2.0
A028812	DOG	N	LABRADOR RETR	2005-10-20 00:00:00		19	K17-048916	STRAY	HEALTHY	2017-07-19 00:00:00		NORMAL	70.2		RTO	HEALTHY	2017-07-19 00:00:00	2017-07-28 00:00:00	NORMAL	4290.0					RECEIVING	2017-07-19 16:10:00	RECEIVING	2017-07-19 16:10:00				2017-07-19 00:00:00	0.0	0.67361	0.0			9.0	-9.0
A178774	CAT	F	DOMESTIC MH			STRAY CAT	K17-048917	STRAY	UNHEALTH	2017-07-19 00:00:00		CMUU 2	5.81		EUTH	UNHEALTHY	2017-07-19 00:00:00	2017-07-23 00:00:00	CMUU 2						FREEZER	2017-07-19 16:44:00	FREEZER	2017-07-19 16:44:00			UNHEALTHY	2017-07-19 00:00:00	0.0	0.69722	0.0			4.0	-4.0
A178780	CAT	F	DOMESTIC SH			C59	K17-048918	STRAY	UNHEALTH	2017-07-19 00:00:00		CMUU 5	4.75		EUTH	UNHEALTHY	2017-07-22 00:00:00	2017-07-23 00:00:00	CMUU 5						RECEIVING	2017-07-19 17:33:00	RECEIVING	2017-07-19 17:35:00			UNHEALTHY	2017-07-19 00:00:00	3.0	0.73125	0.00139			4.0	-1.0
A178793	DOG	F	HOUND	2017-01-20 00:00:00	MIX	18	K17-048920	STRAY	HEALTHY	2017-07-20 00:00:00		NORMAL	25.0		RTO	HEALTHY	2017-07-20 00:00:00	2017-07-25 00:00:00	NORMAL	181.0												2017-07-20 00:00:00	0.0					5.0	-5.0
A009323	DOG	S	PORT WATER DOG	2003-08-16 00:00:00		5	K17-048921	STRAY	HEALTHY	2017-07-20 00:00:00		NORMAL	33.0		RTO	HEALTHY	2017-07-20 00:00:00	2017-07-25 00:00:00	NORMAL	5087.0												2017-07-20 00:00:00	0.0					5.0	-5.0
A178807	DOG	N	GERM SHEPHERD	2015-04-24 00:00:00		16	K17-048923	STRAY	HEALTHY	2017-07-20 00:00:00		NORMAL	78.8		RTO	HEALTHY	2017-07-20 00:00:00	2017-07-29 00:00:00	NORMAL	818.0										P145758		2017-07-20 00:00:00	0.0					9.0	-9.0
A178813	DOG	M	LABRADOR RETR		DOBERMAN PINSCH	21	K17-048924	STRAY	REHAB	2017-07-20 00:00:00		DBTR 1	53.9		TRANS OHS	REHAB	2017-08-01 00:00:00	2017-07-25 00:00:00	DBTR 1						RECEIVING	2017-07-20 11:46:00	RECEIVING	2017-07-20 11:46:00				2017-07-20 00:00:00	12.0	0.49028	0.0			5.0	7.0
A178818	CAT	F	DOMESTIC MH			C51	K17-048925	STRAY	UNHEALTH	2017-07-20 00:00:00		CMUU 5	7.0		EUTH	UNHEALTHY	2017-07-26 00:00:00	2017-07-25 00:00:00	CMUU 5						STRAY CAT	2017-07-20 14:08:00	STRAY CAT	2017-07-20 14:11:00			UNHEALTHY	2017-07-20 00:00:00	6.0	0.58889	0.00208			5.0	1.0
A178824	DOG	S	LABRADOR RETR	2016-12-28 00:00:00		23	K17-048927	STRAY	HEALTHY	2017-07-20 00:00:00		NORMAL			RTO	HEALTHY	2017-07-20 00:00:00	2017-07-29 00:00:00	NORMAL	204.0					RECEIVING	2017-07-20 15:37:00	RECEIVING	2017-07-20 15:40:00				2017-07-20 00:00:00	0.0	0.65069	0.00208			9.0	-9.0
A178829	CAT	S	DOMESTIC SH			C55	K17-048930	STRAY	REHAB	2017-07-20 00:00:00		CBTR 1	5.5		TRANS OHS	REHAB	2017-07-25 00:00:00	2017-07-25 00:00:00	CBTR 1						RECEIVING	2017-07-20 16:09:00	RECEIVING	2017-07-20 16:12:00				2017-07-20 00:00:00	5.0	0.67292	0.00208			5.0	0.0
A178062	DOG	S	SIBERIAN HUSKY	2015-07-13 00:00:00	MIX	48	K17-048931	RETURN <30	REHAB	2017-07-20 00:00:00	2017-07-14 00:00:00	DMTR 9			ADOPTION	REHAB	2017-07-21 00:00:00	2017-07-20 16:35:00	DMTR 9	738.0					25	2017-07-20 16:35:00	25	2017-07-20 16:38:00				2017-07-20 00:00:00	1.0	0.69097	0.00208	732.0		0.69097	0.30903
